Id,SalePrice
1710,202500
1711,339750
1712,230000
1713,220000
1714,214000
1715,183000
1716,142500
1717,142500
1718,141000
1719,196500
1720,204000
1721,142500
1722,147000
1723,155000
1724,244600
1725,230000
1726,175900
1727,153900
1728,186500
1729,130500
1730,112000
1731,115000
1732,136500
1733,125000
1734,128500
1735,136500
1736,115000
1737,385000
1738,201000
1739,130000
1740,164500
1741,199900
1742,168500
1743,183900
1744,374000
1745,167000
1746,170000
1747,175000
1748,222000
1749,170000
1750,139000
1751,201800
1752,130000
1753,140000
1754,211000
1755,167900
1756,120500
1757,124500
1758,148000
1759,160000
1760,135000
1761,160000
1762,140000
1763,175000
1764,115000
1765,167000
1766,157500
1767,143000
1768,129000
1769,140000
1770,132500
1771,139000
1772,145000
1773,124000
1774,110000
1775,135000
1776,119900
1777,110000
1778,145500
1779,120000
1780,143000
1781,132000
1782,115000
1783,161000
1784,119000
1785,115000
1786,128500
1787,140000
1788,52500
1789,113000
1790,110000
1791,200000
1792,145250
1793,131500
1794,122900
1795,155000
1796,140000
1797,110000
1798,133700
1799,110000
1800,140000
1801,135000
1802,140000
1803,140000
1804,147000
1805,139000
1806,125000
1807,124500
1808,110000
1809,113000
1810,119900
1811,160000
1812,94000
1813,110000
1814,100000
1815,60000
1816,100000
1817,107400
1818,107500
1819,110000
1820,55000
1821,140200
1822,135000
1823,34900
1824,115000
1825,117000
1826,105000
1827,100000
1828,127000
1829,100000
1830,137000
1831,135000
1832,115000
1833,127500
1834,159434
1835,135900
1836,125000
1837,109500
1838,140000
1839,118000
1840,179000
1841,179000
1842,135000
1843,132000
1844,135000
1845,140000
1846,155000
1847,145000
1848,39300
1849,90000
1850,124000
1851,141000
1852,140000
1853,129900
1854,147000
1855,212000
1856,189000
1857,115000
1858,142953
1859,118858
1860,153337
1861,118858
1862,200000
1863,200000
1864,200000
1865,394432
1866,320000
1867,244600
1868,280000
1869,194500
1870,194000
1871,232000
1872,174000
1873,269790
1874,138000
1875,180000
1876,173000
1877,192000
1878,232600
1879,122000
1880,127000
1881,214000
1882,228500
1883,195000
1884,197900
1885,203000
1886,312500
1887,203000
1888,220000
1889,156932
1890,139000
1891,140000
1892,125000
1893,139000
1894,141000
1895,132000
1896,127500
1897,139000
1898,119500
1899,140000
1900,120000
1901,140000
1902,145000
1903,145000
1904,124000
1905,161500
1906,115000
1907,170000
1908,124000
1909,124000
1910,124000
1911,158000
1912,217000
1913,167500
1914,73000
1915,392500
1916,82000
1917,250000
1918,125000
1919,135000
1920,179200
1921,395192
1922,378500
1923,194500
1924,187500
1925,213500
1926,385000
1927,108000
1928,148000
1929,133900
1930,133000
1931,125000
1932,126000
1933,175000
1934,181000
1935,165600
1936,192000
1937,181000
1938,159000
1939,286000
1940,153900
1941,181000
1942,200500
1943,180000
1944,309000
1945,374000
1946,110000
1947,319900
1948,185750
1949,260400
1950,162500
1951,244000
1952,157000
1953,145000
1954,197900
1955,154000
1956,250000
1957,152000
1958,290000
1959,136000
1960,110000
1961,112500
1962,100000
1963,118000
1964,119500
1965,148500
1966,140000
1967,306000
1968,555000
1969,372402
1970,426000
1971,426000
1972,325624
1973,310000
1974,285000
1975,160000
1976,285000
1977,340000
1978,556581
1979,319900
1980,202500
1981,319900
1982,254000
1983,202500
1984,175500
1985,246578
1986,246578
1987,159895
1988,180000
1989,183500
1990,222500
1991,224000
1992,225000
1993,178000
1994,269790
1995,181000
1996,250000
1997,313000
1998,385000
1999,225000
2000,290000
2001,238000
2002,220000
2003,228500
2004,220000
2005,200141
2006,250580
2007,248900
2008,185000
2009,212000
2010,180000
2011,84500
2012,176485
2013,200500
2014,201000
2015,195000
2016,173000
2017,226700
2018,125000
2019,130500
2020,125000
2021,100000
2022,175000
2023,172500
2024,250000
2025,410000
2026,197000
2027,144152
2028,146000
2029,179400
2030,328900
2031,286000
2032,286000
2033,328900
2034,160000
2035,173000
2036,172500
2037,172500
2038,270000
2039,212000
2040,260000
2041,215000
2042,179000
2043,175000
2044,127500
2045,180000
2046,143000
2047,135000
2048,129000
2049,142600
2050,154000
2051,109900
2052,160000
2053,141000
2054,121600
2055,148000
2056,120000
2057,114500
2058,226000
2059,139000
2060,155000
2061,149500
2062,145000
2063,97000
2064,140000
2065,119000
2066,160000
2067,139600
2068,110000
2069,109900
2070,116000
2071,108000
2072,153900
2073,157000
2074,163000
2075,135000
2076,100000
2077,141000
2078,139400
2079,110000
2080,119000
2081,110000
2082,141000
2083,140000
2084,110000
2085,132000
2086,147000
2087,135000
2088,98000
2089,80000
2090,137500
2091,96500
2092,135000
2093,87000
2094,100000
2095,140000
2096,100000
2097,94000
2098,117000
2099,68500
2100,140000
2101,160000
2102,114504
2103,110000
2104,137000
2105,127000
2106,61000
2107,107500
2108,115000
2109,107900
2110,132000
2111,140000
2112,127000
2113,125500
2114,120000
2115,137450
2116,117000
2117,117000
2118,127500
2119,118400
2120,120000
2121,109900
2122,120000
2123,107500
2124,164000
2125,145000
2126,112000
2127,160000
2128,114504
2129,134900
2130,154000
2131,149000
2132,112000
2133,132000
2134,119500
2135,108000
2136,67000
2137,128900
2138,148000
2139,155000
2140,130000
2141,151000
2142,148000
2143,147000
2144,125000
2145,147000
2146,167000
2147,160000
2148,115000
2149,132500
2150,157000
2151,116900
2152,147000
2153,167000
2154,135000
2155,155000
2156,250000
2157,193500
2158,248000
2159,163900
2160,179540
2161,245350
2162,611657
2163,320000
2164,204000
2165,139000
2166,156000
2167,220000
2168,204750
2169,200500
2170,230000
2171,157900
2172,128500
2173,180000
2174,228500
2175,220000
2176,374000
2177,195000
2178,222500
2179,143000
2180,206300
2181,192000
2182,212900
2183,181134
2184,139000
2185,149900
2186,135000
2187,107000
2188,149500
2189,139600
2190,82000
2191,82000
2192,100000
2193,79000
2194,100000
2195,110000
2196,130000
2197,127000
2198,132000
2199,139000
2200,105000
2201,110000
2202,161000
2203,155000
2204,117000
2205,140000
2206,155000
2207,165000
2208,193500
2209,157500
2210,124000
2211,130000
2212,119000
2213,115000
2214,130000
2215,91300
2216,152000
2217,82000
2218,40000
2219,37900
2220,78000
2221,392500
2222,275000
2223,242000
2224,197900
2225,126000
2226,193500
2227,180000
2228,201000
2229,239900
2230,167500
2231,210000
2232,175000
2233,175000
2234,220000
2235,214000
2236,270000
2237,465000
2238,206300
2239,147000
2240,162000
2241,135000
2242,129900
2243,127000
2244,91000
2245,91000
2246,141000
2247,97000
2248,124500
2249,125500
2250,142500
2251,140000
2252,167000
2253,170000
2254,178000
2255,192000
2256,185900
2257,200000
2258,179000
2259,181000
2260,155000
2261,153900
2262,187500
2263,354000
2264,314813
2265,259000
2266,328900
2267,316600
2268,377426
2269,152000
2270,188500
2271,157000
2272,190000
2273,173000
2274,157000
2275,176000
2276,170000
2277,205000
2278,144000
2279,130000
2280,124500
2281,181000
2282,196000
2283,88000
2284,113000
2285,140000
2286,127000
2287,337500
2288,318000
2289,440000
2290,451950
2291,309000
2292,385000
2293,555000
2294,325300
2295,385000
2296,340000
2297,339750
2298,378500
2299,582933
2300,280000
2301,275000
2302,214000
2303,200000
2304,198900
2305,196000
2306,196000
2307,194700
2308,209500
2309,277500
2310,254000
2311,185850
2312,173000
2313,174000
2314,156932
2315,163990
2316,156932
2317,175000
2318,173900
2319,179540
2320,178000
2321,246578
2322,159895
2323,190000
2324,180000
2325,164990
2326,160000
2327,219500
2328,215000
2329,173000
2330,175000
2331,285000
2332,290000
2333,310000
2334,248000
2335,290000
2336,290000
2337,250580
2338,220000
2339,225000
2340,385000
2341,213000
2342,214000
2343,213000
2344,213500
2345,239799
2346,250580
2347,182000
2348,212000
2349,227875
2350,339750
2351,232600
2352,248900
2353,317000
2354,147000
2355,84500
2356,155000
2357,191000
2358,187000
2359,120000
2360,115000
2361,129000
2362,268000
2363,128500
2364,197500
2365,196000
2366,160200
2367,196000
2368,208900
2369,196000
2370,179400
2371,177500
2372,196000
2373,337000
2374,325000
2375,270000
2376,180000
2377,244000
2378,140000
2379,193500
2380,135000
2381,167000
2382,157000
2383,213000
2384,210000
2385,148000
2386,128000
2387,129000
2388,101800
2389,144000
2390,115000
2391,130000
2392,109500
2393,160000
2394,152000
2395,155000
2396,157000
2397,197500
2398,110000
2399,60000
2400,79500
2401,115000
2402,135000
2403,124000
2404,175000
2405,167500
2406,129000
2407,135000
2408,132000
2409,109900
2410,143000
2411,114500
2412,207500
2413,60000
2414,135000
2415,124000
2416,115000
2417,138800
2418,130000
2419,135000
2420,119000
2421,141000
2422,120000
2423,115000
2424,135000
2425,189000
2426,128000
2427,135000
2428,158000
2429,109008
2430,118500
2431,91000
2432,127000
2433,167500
2434,139000
2435,139000
2436,84900
2437,115000
2438,123000
2439,100000
2440,103000
2441,121000
2442,115000
2443,115000
2444,110000
2445,79000
2446,87000
2447,140000
2448,200100
2449,98000
2450,117000
2451,147000
2452,240000
2453,97000
2454,140000
2455,105000
2456,139000
2457,135000
2458,105000
2459,119000
2460,114500
2461,125500
2462,149000
2463,105000
2464,122000
2465,135000
2466,105000
2467,124000
2468,79000
2469,116000
2470,158000
2471,143000
2472,180500
2473,128000
2474,96500
2475,134000
2476,121600
2477,129000
2478,148000
2479,128500
2480,145000
2481,124000
2482,133000
2483,125000
2484,115000
2485,117500
2486,139000
2487,160000
2488,140000
2489,140000
2490,124000
2491,93000
2492,180000
2493,112000
2494,150000
2495,113000
2496,217000
2497,140000
2498,115000
2499,84000
2500,127000
2501,135000
2502,139000
2503,91500
2504,197900
2505,210000
2506,248900
2507,415298
2508,248900
2509,221500
2510,190000
2511,194000
2512,213500
2513,211000
2514,260000
2515,145000
2516,204750
2517,138000
2518,152000
2519,237000
2520,193000
2521,195000
2522,230000
2523,110000
2524,132500
2525,149900
2526,122000
2527,130250
2528,112500
2529,130000
2530,144000
2531,220000
2532,237000
2533,190000
2534,232000
2535,220000
2536,190000
2537,423000
2538,173900
2539,206000
2540,176432
2541,163990
2542,173000
2543,140000
2544,115000
2545,135000
2546,140000
2547,125000
2548,142953
2549,176000
2550,184750
2551,148000
2552,129000
2553,82000
2554,135000
2555,115000
2556,110000
2557,129900
2558,200000
2559,100000
2560,139000
2561,116900
2562,154900
2563,135000
2564,140000
2565,93000
2566,225000
2567,119900
2568,176000
2569,163500
2570,124000
2571,224900
2572,140000
2573,190000
2574,180000
2575,105000
2576,135000
2577,129500
2578,109500
2579,80500
2580,160000
2581,136500
2582,130500
2583,235000
2584,175000
2585,192000
2586,199900
2587,180000
2588,130000
2589,147000
2590,185850
2591,180000
2592,201000
2593,265900
2594,176000
2595,220000
2596,312500
2597,191000
2598,268000
2599,378500
2600,115000
2601,140000
2602,75000
2603,91000
2604,83500
2605,75000
2606,165500
2607,151400
2608,160000
2609,159000
2610,133900
2611,157900
2612,157000
2613,124500
2614,130000
2615,145000
2616,155000
2617,166000
2618,143000
2619,190000
2620,193000
2621,168000
2622,178000
2623,250000
2624,240000
2625,285000
2626,173000
2627,140000
2628,424870
2629,438780
2630,281213
2631,437154
2632,361919
2633,277500
2634,326000
2635,156000
2636,190000
2637,125000
2638,263000
2639,187000
2640,171500
2641,120500
2642,196000
2643,88000
2644,125000
2645,118000
2646,89500
2647,88000
2648,140000
2649,135000
2650,148500
2651,148500
2652,446261
2653,250000
2654,318000
2655,315000
2656,285000
2657,290000
2658,325300
2659,309000
2660,305000
2661,374000
2662,374000
2663,261500
2664,319900
2665,319900
2666,319900
2667,163990
2668,155835
2669,200141
2670,309000
2671,155835
2672,160200
2673,246578
2674,178740
2675,167240
2676,183500
2677,173000
2678,200000
2679,255000
2680,348000
2681,336000
2682,290000
2683,333168
2684,290000
2685,290000
2686,222500
2687,262000
2688,225000
2689,185000
2690,184750
2691,190000
2692,141000
2693,185500
2694,84500
2695,180000
2696,195000
2697,181000
2698,185000
2699,179200
2700,153900
2701,156932
2702,108000
2703,112000
2704,144000
2705,128500
2706,112500
2707,124500
2708,139000
2709,125500
2710,108000
2711,260000
2712,341000
2713,197000
2714,147400
2715,168500
2716,148800
2717,185000
2718,232000
2719,153500
2720,140000
2721,155000
2722,135500
2723,147000
2724,123000
2725,134500
2726,124000
2727,139000
2728,139000
2729,179900
2730,157900
2731,110000
2732,115000
2733,168000
2734,110000
2735,135000
2736,97500
2737,122000
2738,124000
2739,180500
2740,160000
2741,139000
2742,163000
2743,130000
2744,141000
2745,135000
2746,134500
2747,140000
2748,130000
2749,135000
2750,128000
2751,129000
2752,145000
2753,148000
2754,239000
2755,110000
2756,109500
2757,73000
2758,86000
2759,140000
2760,135000
2761,165000
2762,157000
2763,180000
2764,139600
2765,180000
2766,140000
2767,93500
2768,136500
2769,135000
2770,145000
2771,110000
2772,134500
2773,159500
2774,140000
2775,91000
2776,140000
2777,145000
2778,116900
2779,90000
2780,115000
2781,110000
2782,100000
2783,125500
2784,139000
2785,157000
2786,60000
2787,105000
2788,91000
2789,200000
2790,140000
2791,115000
2792,85000
2793,140000
2794,120000
2795,125500
2796,82500
2797,127500
2798,87000
2799,125500
2800,86000
2801,115000
2802,105000
2803,110000
2804,115000
2805,109500
2806,99900
2807,138000
2808,158000
2809,145000
2810,142000
2811,139000
2812,142500
2813,141000
2814,142600
2815,121000
2816,241500
2817,110000
2818,133000
2819,160000
2820,160000
2821,100000
2822,135000
2823,295000
2824,175000
2825,115000
2826,139000
2827,140000
2828,260000
2829,193000
2830,174000
2831,194000
2832,220000
2833,262500
2834,213500
2835,225000
2836,183000
2837,165000
2838,145000
2839,178000
2840,192000
2841,193000
2842,220000
2843,161750
2844,151000
2845,127000
2846,187000
2847,193000
2848,158000
2849,191000
2850,230000
2851,248000
2852,235000
2853,200000
2854,136500
2855,203000
2856,196500
2857,173000
2858,185000
2859,125500
2860,127500
2861,108959
2862,180000
2863,141000
2864,250000
2865,140000
2866,130000
2867,66500
2868,87000
2869,115000
2870,157500
2871,91000
2872,60000
2873,108000
2874,139000
2875,103600
2876,155000
2877,105000
2878,144000
2879,160000
2880,91500
2881,144000
2882,140000
2883,140000
2884,207000
2885,155000
2886,143000
2887,100000
2888,131000
2889,52500
2890,108000
2891,131500
2892,80500
2893,93000
2894,37900
2895,235000
2896,275000
2897,241500
2898,136905
2899,191000
2900,169900
2901,256000
2902,185000
2903,315000
2904,315000
2905,85000
2906,206300
2907,115000
2908,130000
2909,135000
2910,80000
2911,88000
2912,143000
2913,88000
2914,97000
2915,75000
2916,88000
2917,223500
2918,93500
2919,250000
