Id,SalePrice
1763,158000
1764,129000
1765,167000
1766,157500
1767,205000
1768,135000
1769,143000
1770,149900
1771,139000
1772,145000
1773,139000
1774,136905
1775,135000
1776,125500
1777,110000
1778,129500
1779,120000
1780,140000
1781,132000
1782,110000
1783,135000
1784,125500
1785,115000
1786,135000
1787,140000
1788,86000
1789,100000
1790,100000
1791,200000
1792,145250
1793,128000
1794,127000
1795,128900
1796,137500
1797,155000
1798,133700
1799,138000
1800,140000
1801,107500
1802,140000
1803,140000
1804,135960
1805,140000
1806,125000
1807,137000
1808,110000
1809,115000
1810,114500
1811,55000
1812,135000
1813,110000
1814,100000
1815,60000
1816,109500
1817,107400
1818,137000
1819,161000
1820,79000
1821,115000
1822,135000
1823,79000
1824,97500
1825,127000
1826,105000
1827,100000
1828,127000
1829,100000
1830,115000
1831,140000
1832,130000
1833,103600
1834,153575
1835,135900
1836,115000
1837,110000
1838,135000
1839,80000
1840,179000
1841,179000
1842,135000
1843,132000
1844,145000
1845,135000
1846,175000
1847,135000
1848,60000
1849,109900
1850,128900
1851,188700
1852,120000
1853,212000
1854,147000
1855,147000
1856,201000
1857,115000
1858,142953
1859,118858
1860,153337
1861,118858
1862,336000
1863,200000
1864,200000
1865,394432
1866,295493
1867,244600
1868,270000
1869,194500
1870,179900
1871,232000
1872,174000
1873,240000
1874,130000
1875,179000
1876,188000
1877,192000
1878,205000
1879,125500
1880,129900
1881,285000
1882,222500
1883,195000
1884,190000
1885,262000
1886,312500
1887,187500
1888,235000
1889,156932
1890,141000
1891,145000
1892,125000
1893,132500
1894,141000
1895,132000
1896,128000
1897,128000
1898,132500
1899,140000
1900,135000
1901,140000
1902,120000
1903,244400
1904,154000
1905,190000
1906,140000
1907,190000
1908,124000
1909,124000
1910,124000
1911,168500
1912,217000
1913,140000
1914,82000
1915,392500
1916,60000
1917,222500
1918,125000
1919,170000
1920,140000
1921,385000
1922,318000
1923,185000
1924,175000
1925,213500
1926,369900
1927,132500
1928,175000
1929,133900
1930,140000
1931,134900
1932,105000
1933,167900
1934,193000
1935,165600
1936,192000
1937,181000
1938,192000
1939,286000
1940,192000
1941,181000
1942,200500
1943,180000
1944,309000
1945,374000
1946,127500
1947,277500
1948,185750
1949,257000
1950,162500
1951,215000
1952,207500
1953,165000
1954,197900
1955,154000
1956,302000
1957,140000
1958,290000
1959,136000
1960,110000
1961,112500
1962,83000
1963,85400
1964,112000
1965,148500
1966,140000
1967,318000
1968,555000
1969,394617
1970,426000
1971,383970
1972,354000
1973,214000
1974,290000
1975,611657
1976,285000
1977,315000
1978,340000
1979,319900
1980,202500
1981,319900
1982,254000
1983,202500
1984,175500
1985,246578
1986,246578
1987,159895
1988,180000
1989,183500
1990,222500
1991,224000
1992,230000
1993,178000
1994,215000
1995,181000
1996,250000
1997,230000
1998,301500
1999,214000
2000,290000
2001,284000
2002,306000
2003,270000
2004,220000
2005,244600
2006,250580
2007,249700
2008,185000
2009,212000
2010,180000
2011,141000
2012,179900
2013,185900
2014,201000
2015,195000
2016,216000
2017,226700
2018,131400
2019,136500
2020,125000
2021,120500
2022,175000
2023,172500
2024,290000
2025,258000
2026,196000
2027,144152
2028,146000
2029,179400
2030,328900
2031,328900
2032,328900
2033,328900
2034,160000
2035,186500
2036,172500
2037,172500
2038,212000
2039,270000
2040,190000
2041,222000
2042,179000
2043,127000
2044,127500
2045,181900
2046,124000
2047,154000
2048,134800
2049,142600
2050,154000
2051,106500
2052,160000
2053,141000
2054,68500
2055,145250
2056,120000
2057,130000
2058,187000
2059,160000
2060,207500
2061,140000
2062,135000
2063,117000
2064,135000
2065,128500
2066,160000
2067,134432
2068,110000
2069,80500
2070,116000
2071,113000
2072,115000
2073,129000
2074,163000
2075,109000
2076,115000
2077,155000
2078,135000
2079,110000
2080,102000
2081,126000
2082,141000
2083,140000
2084,109500
2085,140000
2086,147000
2087,135000
2088,98000
2089,80000
2090,135000
2091,128000
2092,140000
2093,127000
2094,100000
2095,140000
2096,79000
2097,110500
2098,115000
2099,35311
2100,61000
2101,160000
2102,161000
2103,110000
2104,137000
2105,117000
2106,60000
2107,325000
2108,115000
2109,100000
2110,140000
2111,140000
2112,127000
2113,125500
2114,110000
2115,159000
2116,115000
2117,117000
2118,132500
2119,108480
2120,125500
2121,72500
2122,120000
2123,107500
2124,129900
2125,115000
2126,112000
2127,139000
2128,107400
2129,79900
2130,140000
2131,162900
2132,87000
2133,115000
2134,119500
2135,110000
2136,135000
2137,115000
2138,132500
2139,107000
2140,145500
2141,145000
2142,132000
2143,112500
2144,132500
2145,127000
2146,167000
2147,160000
2148,125500
2149,148000
2150,180000
2151,116900
2152,147000
2153,139000
2154,118500
2155,109900
2156,200000
2157,220000
2158,267000
2159,178000
2160,179540
2161,232000
2162,611657
2163,315000
2164,175000
2165,176000
2166,145000
2167,208900
2168,204750
2169,185900
2170,230000
2171,175000
2172,128500
2173,155000
2174,228500
2175,220000
2176,275000
2177,195000
2178,213000
2179,143000
2180,188000
2181,192000
2182,212900
2183,181134
2184,139000
2185,145000
2186,135000
2187,107000
2188,149500
2189,139600
2190,82000
2191,82000
2192,84500
2193,79000
2194,98300
2195,110000
2196,130000
2197,127000
2198,132000
2199,136000
2200,105000
2201,135000
2202,155000
2203,113000
2204,160000
2205,115000
2206,132000
2207,140000
2208,311500
2209,190000
2210,124000
2211,119000
2212,127000
2213,115000
2214,130000
2215,105000
2216,112500
2217,82000
2218,102776
2219,79000
2220,101000
2221,392500
2222,275000
2223,224900
2224,189000
2225,126000
2226,207500
2227,185850
2228,262500
2229,220000
2230,167500
2231,210000
2232,175000
2233,175000
2234,226000
2235,230000
2236,280000
2237,270000
2238,206300
2239,147000
2240,162000
2241,137500
2242,129900
2243,127000
2244,91000
2245,91000
2246,129000
2247,118000
2248,124500
2249,120500
2250,120500
2251,102776
2252,150000
2253,163900
2254,178000
2255,192000
2256,185900
2257,181000
2258,173000
2259,178000
2260,110000
2261,189000
2262,180000
2263,345000
2264,466500
2265,141000
2266,277500
2267,257000
2268,337500
2269,162500
2270,178000
2271,175000
2272,190000
2273,173000
2274,180000
2275,175000
2276,170000
2277,190000
2278,139000
2279,125000
2280,141000
2281,181000
2282,180000
2283,88000
2284,113000
2285,140000
2286,127000
2287,337500
2288,318000
2289,415298
2290,315000
2291,325000
2292,385000
2293,501837
2294,281213
2295,385000
2296,230500
2297,339750
2298,239000
2299,285000
2300,348000
2301,339750
2302,214000
2303,200000
2304,213500
2305,196000
2306,196000
2307,194700
2308,209500
2309,277500
2310,202500
2311,171750
2312,172785
2313,174000
2314,156932
2315,163990
2316,174000
2317,272000
2318,173900
2319,186500
2320,176485
2321,246578
2322,159895
2323,190000
2324,184100
2325,279500
2326,160000
2327,219500
2328,216500
2329,173000
2330,175000
2331,290000
2332,290000
2333,290000
2334,230000
2335,250000
2336,290000
2337,250580
2338,245000
2339,225000
2340,385000
2341,213000
2342,214000
2343,221000
2344,213500
2345,239799
2346,250580
2347,250580
2348,212000
2349,205950
2350,339750
2351,287090
2352,248900
2353,317000
2354,147000
2355,84500
2356,155000
2357,233170
2358,187000
2359,120000
2360,112500
2361,156000
2362,260000
2363,156000
2364,144000
2365,185850
2366,170000
2367,196000
2368,208900
2369,196000
2370,179400
2371,177500
2372,196000
2373,197000
2374,236000
2375,270000
2376,272000
2377,287000
2378,110000
2379,195000
2380,156000
2381,145000
2382,157000
2383,213000
2384,213000
2385,148000
2386,128000
2387,129000
2388,101800
2389,119000
2390,140000
2391,132000
2392,115000
2393,140000
2394,152000
2395,239000
2396,155000
2397,166000
2398,132500
2399,113000
2400,86000
2401,115000
2402,135000
2403,124000
2404,175000
2405,159000
2406,135750
2407,135000
2408,132000
2409,126500
2410,181900
2411,114500
2412,141000
2413,132000
2414,140000
2415,124000
2416,113000
2417,139400
2418,128200
2419,135000
2420,125000
2421,139000
2422,129000
2423,115000
2424,102000
2425,189000
2426,135000
2427,135000
2428,170000
2429,109008
2430,127000
2431,135000
2432,135000
2433,139000
2434,139000
2435,140000
2436,98300
2437,115000
2438,123000
2439,119000
2440,115000
2441,113000
2442,115000
2443,115000
2444,122900
2445,95000
2446,135000
2447,140000
2448,180500
2449,116000
2450,135000
2451,135000
2452,159500
2453,97000
2454,120000
2455,108000
2456,128000
2457,128000
2458,78000
2459,119000
2460,131000
2461,127000
2462,108000
2463,105000
2464,159500
2465,135000
2466,135000
2467,135000
2468,79000
2469,67000
2470,197000
2471,161000
2472,129500
2473,110000
2474,67000
2475,250000
2476,127000
2477,134500
2478,175000
2479,80000
2480,148000
2481,138800
2482,133000
2483,125000
2484,112500
2485,112500
2486,155000
2487,200000
2488,110000
2489,102000
2490,139000
2491,109500
2492,180000
2493,175000
2494,160000
2495,83000
2496,200624
2497,140000
2498,135000
2499,93000
2500,140000
2501,129000
2502,139000
2503,135000
2504,200000
2505,215000
2506,248900
2507,372500
2508,248900
2509,212900
2510,190000
2511,194000
2512,213500
2513,236000
2514,260000
2515,145000
2516,173500
2517,126000
2518,152000
2519,237000
2520,208500
2521,195000
2522,220000
2523,110000
2524,148000
2525,135000
2526,128500
2527,125000
2528,112500
2529,129000
2530,123000
2531,307000
2532,237000
2533,190000
2534,232000
2535,348000
2536,230000
2537,260000
2538,173900
2539,206000
2540,169990
2541,163990
2542,173000
2543,128500
2544,115000
2545,105000
2546,140000
2547,155000
2548,142953
2549,176000
2550,184750
2551,148000
2552,129000
2553,82000
2554,125000
2555,115000
2556,110000
2557,120500
2558,200000
2559,100000
2560,139000
2561,151000
2562,139500
2563,135000
2564,164000
2565,120000
2566,104900
2567,110000
2568,235000
2569,175000
2570,124000
2571,224900
2572,140000
2573,190000
2574,287000
2575,105000
2576,135000
2577,136000
2578,115000
2579,60000
2580,160000
2581,129000
2582,120500
2583,235000
2584,175000
2585,169990
2586,239686
2587,175000
2588,130250
2589,135000
2590,185850
2591,242000
2592,248328
2593,265900
2594,173000
2595,220000
2596,312500
2597,185750
2598,225000
2599,255500
2600,108000
2601,133000
2602,88000
2603,91000
2604,88000
2605,75000
2606,165500
2607,180000
2608,160000
2609,179900
2610,124900
2611,137900
2612,132500
2613,125000
2614,130000
2615,140000
2616,155000
2617,167500
2618,190000
2619,174000
2620,193000
2621,168000
2622,178000
2623,239900
2624,240000
2625,171000
2626,173000
2627,170000
2628,446261
2629,438780
2630,325000
2631,437154
2632,361919
2633,277500
2634,369900
2635,146800
2636,189000
2637,148000
2638,226000
2639,165500
2640,155000
2641,112500
2642,196000
2643,88000
2644,125000
2645,118000
2646,85400
2647,88000
2648,140000
2649,135000
2650,140000
2651,146000
2652,320000
2653,232000
2654,240000
2655,315000
2656,280000
2657,290000
2658,309000
2659,309000
2660,305000
2661,374000
2662,315000
2663,261500
2664,277500
2665,319900
2666,319900
2667,163990
2668,186500
2669,200141
2670,309000
2671,173500
2672,160200
2673,213490
2674,192500
2675,167240
2676,183500
2677,173000
2678,200000
2679,255000
2680,348000
2681,315000
2682,290000
2683,625000
2684,290000
2685,290000
2686,281000
2687,270000
2688,225000
2689,194000
2690,339750
2691,196500
2692,84500
2693,227680
2694,84500
2695,180000
2696,195000
2697,179000
2698,187000
2699,179200
2700,153900
2701,162000
2702,108000
2703,112000
2704,144000
2705,128500
2706,110000
2707,115000
2708,122000
2709,125500
2710,135000
2711,260000
2712,341000
2713,197000
2714,147400
2715,168500
2716,148800
2717,144000
2718,185000
2719,190000
2720,167000
2721,156000
2722,129000
2723,156000
2724,123000
2725,134500
2726,143000
2727,155000
2728,190000
2729,159500
2730,139950
2731,119000
2732,115000
2733,153000
2734,153500
2735,135000
2736,140000
2737,122000
2738,124000
2739,180500
2740,160000
2741,139000
2742,143000
2743,143000
2744,157000
2745,156000
2746,132500
2747,137500
2748,130000
2749,155000
2750,139000
2751,144000
2752,190000
2753,148000
2754,190000
2755,115000
2756,86000
2757,82000
2758,60000
2759,135000
2760,135000
2761,165000
2762,155000
2763,180000
2764,160000
2765,240000
2766,140000
2767,92900
2768,136500
2769,135000
2770,132500
2771,100000
2772,125000
2773,159500
2774,125000
2775,91000
2776,143000
2777,184000
2778,116900
2779,124500
2780,119200
2781,115000
2782,106500
2783,125500
2784,127000
2785,144000
2786,68500
2787,87000
2788,109500
2789,128000
2790,79000
2791,106500
2792,67000
2793,177000
2794,87000
2795,133000
2796,82500
2797,143000
2798,87000
2799,125500
2800,86000
2801,100000
2802,105000
2803,171000
2804,115000
2805,120000
2806,99900
2807,140000
2808,132000
2809,145000
2810,153500
2811,155000
2812,142500
2813,171000
2814,142600
2815,115000
2816,241500
2817,129000
2818,133000
2819,177500
2820,168000
2821,135000
2822,135000
2823,295000
2824,190000
2825,155000
2826,115000
2827,140000
2828,260000
2829,212000
2830,174000
2831,194000
2832,220000
2833,315500
2834,213500
2835,232000
2836,173000
2837,140000
2838,145000
2839,178000
2840,192000
2841,193000
2842,220000
2843,161750
2844,145000
2845,127000
2846,190000
2847,204750
2848,180000
2849,195000
2850,250000
2851,267000
2852,190000
2853,210000
2854,136500
2855,185000
2856,196500
2857,173000
2858,185000
2859,143000
2860,127500
2861,170000
2862,165400
2863,141000
2864,274725
2865,140000
2866,130000
2867,66500
2868,166000
2869,135000
2870,150000
2871,108000
2872,60000
2873,108000
2874,139000
2875,128000
2876,155000
2877,135000
2878,144000
2879,160000
2880,105000
2881,144000
2882,140000
2883,159000
2884,140000
2885,140000
2886,190000
2887,115000
2888,105000
2889,86000
2890,82500
2891,131500
2892,72500
2893,135000
2894,37900
2895,235000
2896,275000
2897,181000
2898,136905
2899,201000
2900,169900
2901,280000
2902,196000
2903,315000
2904,319000
2905,82000
2906,206300
2907,115000
2908,130000
2909,142600
2910,80000
2911,88000
2912,160000
2913,88000
2914,75000
2915,75000
2916,88000
2917,168000
2918,93500
2919,274300
